x,y,class
6.950088417525589,2.8486427917023023,0.0
4.955912308250694,3.3900933226879264,1.0
2.646568251242801,1.3835258113489675,1.0
5.544467496482657,3.017479159025057,0.0
6.46566243973046,1.4637563137227763,0.0
3.1565065379653756,3.232181036200276,1.0
5.819136876301576,5.117581181450081,2.0
3.1677883454054983,4.0313753102139795,2.0
2.457138523983282,3.4160500462614256,1.0
6.672294757012436,3.4074618362411107,0.0
5.442468119220393,5.732405253764652,2.0
5.8967811482064425,3.4105985019383724,0.0
5.305432140268635,2.850365459672329,0.0
2.2603959413382633,6.401499055090287,2.0
6.523276660531754,2.828453668777752,0.0
4.25798017012978,7.518261170355705,2.0
3.9824809574895967,5.02117014064123,2.0
3.930687946529815,6.269904354940762,2.0
4.104771017345645,4.840579483600087,2.0
3.5288954295555155,6.3148172045158235,2.0
6.761037725146993,3.121675016492828,0.0
4.852531347588897,2.5621799552555657,0.0
5.490347818248346,2.5619256983888135,0.0
5.564846448278362,4.849263728479341,0.0
4.033154453947238,4.5830938868737405,2.0
5.652087850673848,3.15634896910398,0.0
4.870825001281102,6.142061805187236,2.0
2.690987030952878,1.3239961936700233,1.0
5.300564803430997,6.078260175161661,2.0
3.2863436888922797,3.6088438344754508,1.0
2.9843178883974453,3.160928168298223,1.0
4.537005721910149,6.767902407732704,2.0
4.89561666057155,3.0521650792609742,0.0
2.8093465064186005,2.6051504859665497,1.0
2.548195898518398,5.340108270270502,2.0
1.417061602664918,3.610379379107205,1.0
2.6005509707371246,3.370055887847519,1.0
2.7930963238360285,3.8801789120807824,1.0
2.0555537440817497,2.5899503067974514,1.0
4.774564481169832,3.844362976401547,0.0
4.5087424072943945,3.4393917012645367,0.0
7.922942026480385,4.480514791434424,0.0
6.019994860765773,7.719589307416195,2.0
5.73199662904862,3.802456395796395,0.0
1.3018941805677455,3.3872804753950634,1.0
5.266663181645086,6.356292817472289,2.0
4.029967117299125,5.783268529424461,2.0
4.060810478197852,6.1813384292178215,2.0
5.321585712049796,6.0052926462993605,2.0
5.186853717955546,1.2737173976683231,0.0
6.771790551213668,3.8235041539637313,0.0
6.864436198859506,2.257834979593558,0.0
4.742117960985123,5.111279742646369,2.0
3.6915387510701865,3.694749143656006,1.0
3.5785214977288784,3.349654456993174,1.0
1.4592029855553752,3.0632619942003316,1.0
3.0494949816500907,3.4938367762809563,1.0
6.920858823780819,3.3187276529430214,0.0
2.6353064556083146,3.156703855272364,1.0
5.092701635616757,3.051945395796139,0.0
3.694373492460632,4.881688075678368,2.0
0.9693155322185056,5.064492861359319,1.0
2.044054999507223,2.6540182243006134,1.0
3.2203108267957603,5.414568795722228,2.0
4.957415606220991,5.035387986266271,2.0
2.8187817845055667,5.11102864190455,2.0
2.130413094773397,6.864052300497648,2.0
5.356381597167109,0.7765968477755734,0.0
2.8671194224130443,2.7022091205982717,1.0
7.178779571159651,2.820075164187649,0.0
3.5210648764527583,2.4242120301869337,1.0
5.368963486896796,6.276871905846128,2.0
5.104533438806325,3.386902497859262,0.0
5.25524517795156,2.1735614613409857,0.0
3.841447033194996,5.485766034060012,2.0
3.445371536014986,6.820247837324681,2.0
3.698457149107336,3.0037708890862693,1.0
2.307950152215609,4.536377054245798,1.0
6.396006712661645,1.9069384912694942,0.0
5.436742463535257,7.412327706037443,2.0
3.038630551840188,1.3432848976780463,1.0
8.383144774863942,3.9444794869904136,0.0
3.4819581247126354,5.922145244059149,2.0
2.9383735979043526,2.8926947237088254,1.0
2.280395611448207,2.187007011445923,1.0
6.144043571160878,4.454273506962975,0.0
6.01050002072082,4.785870493905835,0.0
5.303916697683942,1.9399841772784527,1.0
5.362596011328451,3.344380907025067,2.0
4.965757158215535,3.681594518281627,0.0
3.6937731526901327,2.840426561853733,1.0
5.596823053026821,4.2224450703824274,0.0
1.6934731482646834,4.658130679618188,1.0
7.86755896042657,3.9060446582753854,0.0
2.3121623889713177,1.7859225969058794,1.0
4.929247378489458,4.054451726931137,0.0
2.3477064000649808,2.478810687698889,1.0
3.7709553412053043,6.196557400728785,2.0
7.188029792352301,3.3169426119248495,0.0
4.854757693113218,6.616886554393279,2.0
5.960717181772504,1.8319065022588026,0.0
6.208274978076861,3.9766390364837125,0.0
4.838904125215945,8.021043561484797,2.0
5.646006088746516,1.6250487065819812,0.0
4.8268765948858405,4.943621185649293,0.0
0.7444357705978106,1.9774931563643965,1.0
3.5238910238342056,3.0884220870446613,1.0
3.320842069362312,7.301428071664761,2.0
3.2799245990432384,2.901849610357042,1.0
4.068509399316009,2.5466141961486124,1.0
2.9829795861385593,3.379151735555082,1.0
3.2745163577239396,2.109084917004472,1.0
3.9318483741143035,3.339964983801262,1.0
5.443046087322518,3.2603228328104437,2.0
6.166673495372529,3.635031436892106,0.0
3.6663830820319143,2.539280212611447,1.0
3.9971832993574616,8.412453679543749,2.0
4.851780110681358,6.379235533535587,2.0
3.643314465062928,1.4293765913665473,1.0
6.238872677454511,6.994394391315499,2.0
2.315989102262783,4.659550796189873,1.0
3.0977249677148557,3.5829536797532935,1.0
2.842332983836184,5.256723497298209,1.0
1.6657415285972466,1.6532824942024447,1.0
3.4937417773491886,2.8838960609656334,1.0
3.1419531633207796,2.680671582854905,1.0
5.1965903358261585,2.3104502222497993,0.0
2.8673654737655045,4.432232275691546,2.0
6.232721186919133,6.684501106859191,2.0
3.360197544573226,6.7849575212405,2.0
5.971817771661345,3.4283318705304175,0.0
4.998690274909827,7.047972155968052,2.0
5.600284338220374,7.298021972326222,2.0
1.8426447408091464,2.6877077488743066,1.0
6.402341641177549,2.315189909059687,0.0
2.88183595487143,2.3198217960031497,1.0
5.129202850818118,2.4211503352355845,0.0
4.277394319051679,5.086920781958204,2.0
2.0144892623158492,1.5281649925364131,1.0
4.951447034932907,1.5799820628210248,0.0
5.0433118913875195,6.439042957672043,2.0
5.681378601288285,5.368096241994833,2.0
2.2113799599854715,6.251484415021537,2.0
4.747204639950073,3.77749035583191,0.0
3.8399436798659172,6.175818953296028,2.0
5.612673182592047,2.6976972494246643,0.0
2.362562974447771,2.6027281856712023,1.0
2.7314615493229693,6.3554817927437695,2.0
2.13582618285882,6.020334181705243,2.0
2.7322664631060336,1.8719886685299931,1.0
1.811140742215971,2.4931836457013126,1.0
7.488252193795599,4.895889176030583,0.0
7.2302906807277205,4.202379848784411,0.0
6.154947425696916,3.3781625196021734,0.0
2.34759141761298,2.609046624812399,1.0
5.586381019240252,2.2525451885592425,0.0
2.708162637252137,2.2385077881883766,1.0
6.356366397174402,3.706573168191948,0.0
4.999784652610435,1.4552289032223884,0.0
5.230083925554684,3.5392491912918174,0.0
6.066517222383168,3.3024718977397813,0.0
5.596346845665798,5.765784198655464,2.0
3.786327962108976,2.533580903264057,1.0
3.4470101841659213,3.653618595440361,0.0
2.4053969287938552,6.123721914233506,2.0
5.6285940645145685,6.496000946343962,2.0
4.152549347501437,5.418731523139675,2.0
1.5759390910174684,2.506680116637806,1.0
5.489194862431127,1.819367815877588,0.0
5.901547475574568,2.3365217136378926,0.0
5.688447467872628,3.0561653422297455,0.0
3.945690373428699,5.529362341845209,2.0
3.591236754040947,5.575682379022099,2.0
5.325667339342624,3.031830558274351,0.0
7.867557990149967,2.022722120123589,0.0
6.978737984105739,5.240893199201458,0.0
6.045758517301446,2.812816149974166,0.0
4.283050430063351,6.4453932508947975,2.0
4.115354576857483,5.5561639068448025,2.0
5.1122142523698875,1.019203531776073,0.0
4.1908855552282915,5.766533338456307,2.0
4.3861021524420485,2.7872597197860314,0.0
6.947251967773748,2.844989906909166,0.0
2.6151201908187245,3.094351589317074,1.0
4.663928572452587,6.096321355921197,2.0
4.684092589488479,2.5384153951852912,0.0
0.34082776200325915,3.606319524359381,1.0
4.5086278989175765,6.52700420845466,2.0
5.138774314945297,4.910064953099034,0.0
4.64813493220756,3.164227755487334,1.0
4.494484544491369,0.9300149749864675,1.0
4.466578715574178,3.852551939461232,1.0
4.369801653033956,3.462782255525774,0.0
3.8219742184355496,7.297845790651099,2.0
2.866298440331561,4.0777438059762625,1.0
3.901346063077014,4.884103014039606,2.0
5.364153921621119,3.6764332949464995,0.0
4.297103159233333,5.890117220690686,2.0
6.376425531155629,1.9005992094158055,0.0
4.368945988458588,7.1330798795597214,2.0
5.3656779063190365,2.637258834012862,0.0
7.532779214358458,4.4693587699002855,0.0
3.717370844172475,5.889610700973113,2.0
2.559077367707409,2.719644504815491,1.0
3.7732529774025996,1.8161193598066823,1.0
2.864050299321679,4.136891362602695,1.0
2.4026839310346375,2.762078270263993,1.0
5.327539552224049,2.6404468384594586,0.0
4.031135812033204,3.798558714499442,2.0
4.107611001850363,2.9538569452000734,2.0
8.16323594928069,4.336527949436392,0.0
2.2952997241437663,3.9432607249694946,1.0
2.186635740795797,1.533575672197486,1.0
3.8579239242923364,4.141101866657573,1.0
8.269754623987607,1.5456343254012352,0.0
5.39526027288993,7.37496406639299,2.0
7.883150697056254,1.6522409388575536,0.0
6.313067701650901,2.1459042606982752,0.0
3.539495618366852,5.2068826372923285,2.0
6.12691209270362,3.401989363444702,0.0
2.2744026215364155,1.6166360446049446,1.0
4.364531848102471,2.3105508154500622,1.0
6.729090562177537,3.1289829107574105,0.0
1.8438175681780873,3.781198101709993,1.0
5.375832761587331,5.884892531512773,2.0
4.695069697151381,4.218437144294409,2.0
5.4295051114795285,6.5822245913979245,2.0
5.501967549307695,4.929532053816986,0.0
7.1394006845433005,1.7651741796463474,0.0
3.910178908092592,3.317218215191302,1.0
6.511256681463137,5.9554045735441425,2.0
4.699300196896465,5.949396459038334,2.0
3.15207457737088,5.238426611743441,2.0
3.2804417053162958,2.0068763890704195,1.0
4.314946328990659,5.192351512383644,2.0
6.5765908166149405,2.791701244422005,0.0
1.1569304498433515,2.5220259959595133,1.0
2.9756738756010646,2.2619690907943113,1.0
6.298238174206056,4.3263858966870306,0.0
2.235856076093557,1.5622085261984215,1.0
3.747188334204632,1.811055044796264,1.0
3.053465300436612,6.8002979493400275,2.0
6.6252314510271875,1.3979423443932524,0.0
5.259308950690852,2.9577428483393575,1.0
4.882732430012268,5.965757719468046,2.0
7.764052345967664,3.400157208367223,0.0
4.834850159216644,3.900826486954187,0.0
4.414069233028387,6.194292938045772,2.0
5.931758394675369,4.713342721649367,0.0
2.48359337220024,5.460545366625499,2.0
4.369893045806296,6.093953229385569,2.0
4.713480048910169,4.791426346266778,2.0
2.8894593427675273,4.0201727117158,1.0
6.443863232745426,3.3336743273742666,0.0
4.224329465439443,5.290272034153112,2.0
7.196224052563579,5.926075333719585,2.0
6.61407937034608,3.922206671566527,0.0
3.6898181645347883,4.301846229564998,1.0
2.5364040253539057,3.4814814737734623,1.0
3.8416312640736363,2.750541419839051,1.0
1.8731741912432565,2.2693222471351753,1.0
7.494079073157606,2.7948417362341993,0.0
4.707143090276551,3.267050869349183,0.0
6.856830611902691,2.348974406699853,0.0
7.126635922106507,1.9200684916365767,0.0
4.729515001514266,3.969396708158011,0.0
4.238354554289099,5.817755216210057,2.0
3.4700647166910237,5.650056635410896,2.0
3.426258730778101,3.6769080350302454,1.0
6.949420806925761,3.087551241385191,0.0
6.177426142253752,2.598219063791738,0.0
2.689113828301528,3.0974001662687836,1.0
2.6308181620575564,2.7606208224240736,1.0
1.063720194153493,3.1887785967938287,1.0
4.9631303293186075,6.279095764392453,2.0
3.5672902778526696,2.7773248994848454,1.0
5.089879820734519,5.63614119002921,2.0
2.403685961549492,2.9474327037304535,1.0
2.371912440358421,2.518972881539212,1.0
5.72487056419366,6.064856106343576,2.0
3.569843497475679,5.821410907912671,2.0
5.271405948676845,7.029438828782768,2.0
1.9547466338530453,4.211145289682701,1.0
4.280458971668787,4.9159633793280655,2.0
4.293729809374987,4.95077539523179,0.0
6.013328082573205,6.553132064207584,2.0
1.2441094165622806,3.450934461805915,1.0
5.087177774555841,4.1170162880958525,0.0
4.4542960393397655,6.2205076557571735,2.0
2.5203441859920526,3.6203582983435125,1.0
3.39904634564013,0.22740724357334985,1.0
5.314519822487866,6.05892558918163,2.0
2.957828548709421,2.7131128076100923,1.0
4.15233156478312,4.079618592036821,1.0
3.640131526097592,1.3830439556891656,1.0
4.953781912635684,4.170259588995469,2.0
5.260437003608686,4.543014595406736,0.0
4.099659595887113,3.6552637307225977,1.0
4.784279670807215,7.742668780655631,2.0
5.578197303714238,3.4408153336559035,2.0
