x,y,class
5.269754623987607,4.5456343254012355,0
3.2745163577239396,2.109084917004472,1
3.066517222383168,6.302471897739782,0
1.774564481169832,6.8443629764015474,0
2.196590335826159,5.310450222249799,0
3.9500884175255893,5.848642791702302,0
1.2937298093749874,7.95077539523179,0
2.6353064556083146,3.156703855272364,1
3.038630551840188,1.3432848976780463,1
4.532779214358458,7.4693587699002855,0
3.6898181645347883,4.301846229564998,1
1.8426447408091464,2.6877077488743066,1
2.864050299321679,4.136891362602695,1
2.2300839255546836,6.539249191291817,0
5.303916697683942,1.9399841772784527,1
1.3018941805677455,3.3872804753950634,1
1.9292473784894575,7.054451726931137,0
2.3477064000649808,2.478810687698889,1
2.9015474755745676,5.336521713637893,0
4.068509399316009,2.5466141961486124,1
3.0977249677148557,3.5829536797532935,1
3.947251967773748,5.8449899069091655,0
4.86755896042657,6.906044658275385,0
2.690987030952878,1.3239961936700233,1
3.2863436888922797,3.6088438344754508,1
2.5648464482783626,7.849263728479341,0
2.2604370036086867,7.543014595406736,0
3.523276660531754,5.828453668777752,0
2.186853717955546,4.273717397668323,0
3.12691209270362,6.401989363444701,0
1.5087424072943945,6.439391701264537,0
5.383144774863942,6.944479486990414,0
1.811140742215971,2.4931836457013126,1
4.883150697056254,4.652240938857553,0
3.2799245990432384,2.901849610357042,1
3.8579239242923364,4.141101866657573,1
1.417061602664918,3.610379379107205,1
2.235856076093557,1.5622085261984215,1
2.708162637252137,2.2385077881883766,1
2.1045334388063246,6.386902497859262,0
2.489194862431127,4.8193678158775874,0
1.82687659488584,7.943621185649293,0
2.5968230530268204,7.2224450703824274,0
2.403685961549492,2.9474327037304535,1
2.689113828301528,3.0974001662687836,1
2.9756738756010646,2.2619690907943113,1
3.747188334204632,1.811055044796264,1
3.426258730778101,3.6769080350302454,1
2.6884474678726273,6.056165342229745,0
3.856830611902691,5.3489744066998535,0
2.0555537440817497,2.5899503067974514,1
1.3861021524420485,5.787259719786031,0
0.9693155322185056,5.064492861359319,1
3.2082749780768602,6.9766390364837125,0
4.15233156478312,4.079618592036821,1
5.259308950690852,2.9577428483393575,1
2.7322664631060336,1.8719886685299931,1
2.9843178883974453,3.160928168298223,1
4.488252193795599,7.895889176030583,0
2.186635740795797,1.533575672197486,1
2.307950152215609,4.536377054245798,1
2.5203441859920526,3.6203582983435125,1
1.8438175681780873,3.781198101709993,1
2.325667339342624,6.031830558274351,0
3.643314465062928,1.4293765913665473,1
3.46566243973046,4.463756313722776,0
3.3764255311556295,4.900599209415805,0
2.2744026215364155,1.6166360446049446,1
1.9514470349329074,4.579982062821025,0
3.698457149107336,3.0037708890862693,1
3.9318483741143035,3.339964983801262,1
2.5364040253539057,3.4814814737734623,1
3.786327962108976,2.533580903264057,1
3.6937731526901327,2.840426561853733,1
3.39904634564013,0.22740724357334985,1
2.3656779063190365,5.6372588340128615,0
0.7444357705978106,1.9774931563643965,1
3.396006712661645,4.906938491269495,0
4.494079073157606,5.794841736234199,0
2.6126731825920477,5.697697249424665,0
2.280395611448207,2.187007011445923,1
2.5863810192402528,5.2525451885592425,0
3.576590816614941,5.791701244422005,0
3.5672902778526696,2.7773248994848454,1
1.6934731482646834,4.658130679618188,1
2.957828548709421,2.7131128076100923,1
3.7290905621775368,6.1289829107574105,0
3.949420806925761,6.087551241385191,0
4.922942026480385,7.480514791434424,0
2.092701635616758,6.051945395796139,0
3.6663830820319143,2.539280212611447,1
5.16323594928069,7.336527949436392,0
2.044054999507223,2.6540182243006134,1
1.9657571582155353,6.681594518281627,0
3.8644361988595057,5.257834979593558,0
3.2804417053162958,2.0068763890704195,1
2.971817771661345,6.4283318705304175,0
1.063720194153493,3.1887785967938287,1
2.327539552224049,5.640446838459459,0
